Postdate,Display name,Username,Content,Likes,Comments,Retweets,Reach
2023-03-16T11:31:31.000Z,Ayush Goyal,@goyal_speak,Okey! Cheers for Congress in Rajasthan 2023 Elections  we are happy to serve pro people government. Btw Raje will make sure BJP loses if she is not declared CM face ,1,,1,77
2023-03-16T11:30:21.000Z,CDD West Africa,@CDDWestAfrica,"#CDDInsights One thing that the 2023 elections have delivered on is a realigned political map. Researcher 
@chuma_cc
 looks at what this means for the next four years

https://cddwestafrica.org/blog/familiar-challenges-but-a-new-political-landscape-reflections-on-the-2023-nigerian-presidential-polls/…
#NigeriaDecides2023",2,,,"1,031"
2023-03-16T11:30:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,16
2023-03-16T11:29:36.000Z,FabWoman,@fabWomanOnline,"[Full List] The 24 Female Governorship Candidates Contesting In Nigeria's 2023 Elections
#News #Trending

https://fabwoman.ng/female-candidates-nigerias-2023-governorship-elections/…",,,,41
2023-03-16T11:17:48.000Z,Gani ya kori ji,@ganiyakorijitv,"‘Yan kabilar Igbo sun amince zasu Goyi bayan dan Takaran Gwamna na Jam’iyyar NNPP Hunkuyi a Kaduna Click Link Below  
https://ganiyakoriji.com/yan-kabilar-igbo-sun-amince-zasu-goyi-bayan-dan-takaran-gwamna-na-jamiyyar-nnpp-hunkuyi-a-kaduna/… #ganiyakoriji #Newsupdate #nnpp #kaduna #nigeriadecides2023 #2023elections",1,,,36
2023-03-16T11:12:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,9
2023-03-16T11:11:12.000Z,YIAVHA,@yiavha,"A Visit of Plateau Peace & Mediation Working Committee to the Gwom #Kabong, Jos North, Plateau state to apeal for the traditional leaders to address the politics of bitterness around the 2023 elections. Made possible with support from 
@KDI_ng
 @NEDemocracy
@IRIglobal
#YIAVHA",5,,2,22
2023-03-16T11:10:51.000Z,Plus TV Africa,@PlusTVAfrica,"""The attack on delta state P.D.P governorship candidate was well targeted and not a robbery - Amb. Ugagaoghene Ogheneyole, Deputy D.G, Delta youth project

FULL EP: https://youtu.be/jm_eCCQJWGk
.

#PlusTvAfrica #2023Elections #PDP 
@nyamgul",1,,,27
2023-03-16T11:10:39.000Z,Plus TV Africa,@PlusTVAfrica,2023 Elections: Lagos Summons Principal For Allegedly Punishing Pupil | #PlusTVAfrica - READ MORE - https://plustvafrica.com/2023-elections-lagos-summons-principal-for-allegedly-punishing-pupil/…,2,,1,30
2023-03-16T11:09:44.000Z,Rita Dimma,@pattys_daughter,What I really don't get is this Biafra Terrorist thing  who are they pls. Never knew of the presence of Biafra in Lagos till 2023 elections oh. Y'all and your insecurities sha,,,,6
2023-03-16T11:06:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,15
2023-03-16T11:00:05.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,14
Sponsored post,DITOGAMES,@DITOGAMESch,"If you have a mouse, you will never turn off your computer again.",102,9,28,171.4K
2023-03-16T10:55:50.000Z,Juliana Francis,@julianafrancis,"2023 Elections: #RULAAC worries over renewed threats, #violence against #voters – Security News Alert",,,,11
2023-03-16T10:54:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,14
2023-03-16T10:29:49.000Z,May,@LibraryOfMay,2019 elections vs 2023 elections! This is crazy! LETSGOOO,1,,,69
2023-03-16T10:27:46.000Z,Situation Room,@SituationRoomNg,"First Press Conference for the Governorship and State Assembly Elections on now! 

#SR2023Elections 
#NigeriaDecides2023
#2023Elections",4,,2,466
2023-03-16T10:24:39.000Z,Dataphyte,@Dataphyte,"#DailyDataCard: Do you reside in any of these states where governorship elections won’t be taking place this Saturday? 
See our data card for their election dates.

#2023Elections #Governorshipelections",21,,11,"2,134"
2023-03-16T10:24:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,5
2023-03-16T10:23:15.000Z,The Lawyer,@thelawyerdaily,"Ahmed: FG to Abolish Petrol Subsidy Before May 29, Attributes Delay to 2023 Elections, Census - https://tinyurl.com/2fnvca7x",,,,4
2023-03-16T10:18:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,6
2023-03-16T10:15:10.000Z,Crawler NG,@NgCrawler,"Ahmed: FG to Abolish Petrol Subsidy Before May 29, Attributes Delay to 2023 Elections, Census",,,,3
2023-03-16T10:14:25.000Z,Mirror African Diaspora (MAD),@MAD_DIASPORA,2023 Elections: Police recover 23 illegal firearms from miscreants in Bauchi,,,,11
Sponsored post,MCL.ic ∞,@mcly2077,"@itokamusic
 
Stop spending hundreds of hours learning to make music.

Try Itoka's AI-powered MuseEngine today!

No prior music knowledge needed!",8,,6,25.8K
2023-03-16T10:12:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,8
2023-03-16T10:06:03.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,6
2023-03-16T09:37:42.000Z,Jawjie,@oshogweogbolu,2023 Elections: Why Governors Are No Longer gods – Garba Shehu,,,,27
2023-03-16T09:37:40.000Z,Naija News,@NaijaNews,2023 Elections: Why Governors Are No Longer gods – Garba Shehu,2,,1,156
2023-03-16T09:36:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,8
2023-03-16T09:34:11.000Z,Linda Ikeji Blog,@lindaikeji,2023 Elections: Police recover 23 illegal firearms from miscreants in Bauchi https://lindaikejisblog.com/2023/3/2023-elections-police-recover-23-illegal-firearms-from-miscreants-in-bauchi-2.html…,4,,3,"1,589"
2023-03-16T09:30:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,7
2023-03-16T09:24:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,4
2023-03-16T09:23:17.000Z,Elejo,@Elejo112,"2023 Elections: DSS arrests two suspects over alleged plan to incite violence in Kano

The Oro| Mr Macaroni| Channels Tv| Rufai| Garba Shehu| Rufai| #IREV| You Lost| Lekki| Fashola",3,,,518
2023-03-16T09:21:35.000Z,Per Second News,@persecondnewsng,"2023 elections: NBC sanctions 25 broadcast stations, cautions against announcing unofficial results 
@persecondnewsng
 https://persecondnews.com/2023/03/15/2023-elections-nbc-sanctions-25-broadcast-stations-cautions-against-announcing-unofficial-results/…",,,,29
2023-03-16T09:18:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,6
2023-03-16T09:17:17.000Z,YAFM,@yafmzim,"Four reasons why the electorate should vote ZANU PF in the 2023 elections. Former Mberengwa East legislator Makhosini Hlongwane speaks.
@edmnangagwa
 @nelsonchamisa
 @nickmangwana
 @daddyhope
 @ProfJNMoyo
 @CCCZimbabwe
 @GeorgeCharamba2
 @advocatemahere",1,,,125
2023-03-16T09:17:09.000Z,eCOM - Digital Business,@eCOM_lu,"On the approach of Luxembourg 2023 elections, the 
@ccluxembourg
 offers to open debate on the establishment of a “data driven economy”",,,,15
2023-03-16T08:54:00.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,5
2023-03-16T08:52:57.000Z,@UIFuture,@UIFuture,"1/1 A new acting governor in Chukotka is the 47th from the group of ""technocrats"", where #Kiriyenko is one of the leaders

In 2023 ""elections"" will be held in 25  federal entities. The group of ""technocrats"" may become dominant in #Russia, according to Igor Tyshkevich, UIF expert",2,1,3,296
2023-03-16T08:51:49.000Z,Gani ya kori ji,@ganiyakorijitv,"Gwani na: MU ZAƁI CANCANTA A RANAR ZAƁE, HON. ALIN DAWAKI NA PDP – Click Link Below  
https://ganiyakoriji.com/gwani-na-mu-za%c9%93i-cancanta-a-ranar-za%c9%93e-hon-alin-dawaki-na-pdp/… #newsupdate #ganiyakoriji #nigeriadecides2023 #2023elections #kano #dawakinkudu",2,,1,14
2023-03-16T08:48:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,4
2023-03-16T08:42:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,9
2023-03-16T08:37:43.000Z,Newsunplug,@newsunplug,2023 Elections: DSS arrests two suspects over alleged plan to incite violence in Kano,,,,3
2023-03-16T08:36:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,3
2023-03-16T08:30:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,2
2023-03-16T08:24:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,1
2023-03-16T08:18:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,5
2023-03-16T07:54:15.000Z,Linda Ikeji Blog,@lindaikeji,2023 Elections: DSS arrests two suspects over alleged plan to incite violence in Kano https://lindaikejisblog.com/2023/3/2023-elections-dss-arrests-two-suspects-over-alleged-plan-to-incite-violence-in-kano.html…,3,,,"1,693"
2023-03-16T07:54:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,8
2023-03-16T07:48:45.000Z,ARISE NEWS,@ARISEtv,"Nigeria to Abolish Petrol Subsidy Before May 29, Finance Minister Attributes Delay to 2023 Elections, Census Zainab Ahmed urged the incoming administration to raise VAT to 10% https://arise.tv/nigeria-to-abolish-petrol-subsidy-before-may-29-finance-minister-attributes-delay-to-2023-elections-census…",58,59,63,30.3K
2023-03-16T07:48:00.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,8
2023-03-16T07:42:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,9
2023-03-16T07:36:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,11
2023-03-16T07:30:19.000Z,Stears,@StearsInsights,"Since 1999 (except in 2015), all presidential elections have had some kind of court action. What do these teach us about the Labour Party and PDP's quest to challenge the outcome of the 2023 elections? 

#StearsPremiumToday",1,,1,"1,630"
Sponsored post,Airtel Nigeria,@AirtelNigeria,"Even when words fail, data always comes through to keep us connected with our loved ones 
#PoweredByData 
#DataIsLife",355,22,16,722K
2023-03-16T07:30:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,11
2023-03-16T07:28:15.000Z,The Nigeria Lawyer,@Nigerialawyers,"FG To Abolish Petrol Subsidy Before May 29, Attributes Delay To 2023 Elections, Census — Ahmed https://thenigerialawyer.com/fg-to-abolish-petrol-subsidy-before-may-29-attributes-delay-to-2023-elections-census-ahmed/… via 
@Nigerialawyers",,,3,178
2023-03-16T07:06:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,9
2023-03-16T07:00:04.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,8
2023-03-16T06:54:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,11
2023-03-16T06:48:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,12
2023-03-16T06:42:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,15
2023-03-16T06:37:28.000Z,Ajebo Hustler,@ulaka_emmanuel,"Well since civil war the igbos has always been casualty to any tribal war in Nigeria, atleast we all saw what happened towards the build up of 2023 elections",,,,82
2023-03-16T06:36:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,9
2023-03-16T06:30:56.000Z,TMT,@Eko90000,"By playing the politics of regions. Now, 2023 elections when PDP betray them, and APC zone it to South.But instead of them to form alliance, they play the same politics of regions, thinking because they have a candidate, power will just be taken but forget that Democracy is about",2,2,,172
2023-03-16T06:30:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,7
2023-03-16T06:24:18.000Z, Pᴇɴᴢᴜʀᴀ_Wᴀᴄʜᴏ ,@penzura_wacho,ZimNews After 2023 Elections,149,28,49,12.6K
2023-03-16T06:24:00.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,13
2023-03-16T06:18:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,24
2023-03-16T05:58:50.000Z,masirande,@masirande,Those who are in Zimbabwe are poor and don't have anything significant to do for a living. It's unfortunate that those in SA will not vote because voter registration for 2023 elections will closed by the time they are booted out of SA.,,,,3
2023-03-16T05:54:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,22
2023-03-16T05:52:11.000Z,Simbarashe Munhemba,@real_simbamun,"A worthwhile read on the ""Red Party's"" leader's latest Judicial adventure. 

My single take away, CCC must soldier on & prepare for the 2023 elections.  2013 comes to mind, the opposition got caught napping.",1,,,184
2023-03-16T05:48:09.000Z,_WakaAbout,@_WakaAbout,"So how does SWner holding public office in SE & vice versa come into 18 March, 2023 elections?",1,,,27
2023-03-16T05:48:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,15
